,Fight,OUTCOME
494, Maheshate  vs. Viacheslav Borshchev ,L/W
495,Karolina Kowalkiewicz  vs. Vanessa Demopoulos ,W/L
496,Orion Cosce  vs. Gilbert Urbina ,L/W
497,Ilir Latifi  vs. Rodrigo Nascimento ,L/W
498,Chase Hooper  vs. Nick Fiore ,W/L
499,Natalia Silva  vs. Victoria Leonardo ,W/L
500,Takashi Sato  vs. Themba Gorimbo ,L/W
501,Jairzinho Rozenstruik  vs. Jailton Almeida ,L/W
502,Anthony Smith  vs. Johnny Walker ,L/W
503,Daniel Rodriguez  vs. Ian Garry ,L/W
504,Carlos Ulberg  vs. Ihor Potieria ,W/L
505,Tim Means  vs. Alex Morono ,L/W
506,Matt Brown  vs. Court McGee ,W/L
507,Karl Williams  vs. Chase Sherman ,W/L
508,Cody Stamann  vs. Douglas Silva de Andrade ,L/W
509,Ji Yeon Kim  vs. Mandy Bohm ,L/W
510,Bryan Battle  vs. Gabe Green ,W/L
511,Jessica-Rose Clark  vs. Tainara Lisboa ,L/W
512,Aljamain Sterling  vs. Henry Cejudo ,W/L
513,Belal Muhammad  vs. Gilbert Burns ,W/L
514,Jessica Andrade  vs. Yan Xiaonan ,L/W
515,Movsar Evloev  vs. Diego Lopes ,W/L
516,Kron Gracie  vs. Charles Jourdain ,L/W
517,Drew Dober  vs. Matt Frevola ,L/W
518,Kennedy Nzechukwu  vs. Devin Clark ,W/L
519,Khaos Williams  vs. Rolando Bedoya ,W/L
520,Marina Rodriguez  vs. Virna Jandiroba ,L/W
521,Braxton Smith  vs. Parker Porter ,L/W
522,Phil Hawes  vs. Ikram Aliskerov ,L/W
523,Joseph Holmes  vs. Claudio Ribeiro ,L/W
524,Song Yadong  vs. Ricky Simon ,W/L
525,Caio Borralho  vs. Michal Oleksiejczuk ,W/L
526,Rodolfo Vieira  vs. Cody Brundage ,W/L
527,Julian Erosa  vs. Fernando Padilla ,L/W
528,Marcos Rogerio de Lima  vs. Waldo Cortes-Acosta ,W/L
529,Josh Quinlan  vs. Trey Waters ,L/W
530,Martin Buday  vs. Jake Collier ,W/L
531,Cody Durden  vs. Charles Johnson ,W/L
532,Stephanie Egger  vs. Irina Alekseeva ,L/W
533,Journey Newson  vs. Marcus McGhee ,L/W
534,Hailey Cowan  vs. Jamey-Lyn Horth ,L/W
535,Sergei Pavlovich  vs. Curtis Blaydes ,W/L
536,Brad Tavares  vs. Bruno Silva ,L/W
537,Bobby Green  vs. Jared Gordon ,NC/NC
538,Iasmin Lucindo  vs. Brogan Walker ,W/L
539,Jeremiah Wells  vs. Matthew Semelsberger ,W/L
540,Ricky Glenn  vs. Christos Giagos ,L/W
541,Rani Yahya  vs. Montel Jackson ,L/W
542,Karol Rosa  vs. Norma Dumont ,L/W
543,Mohammed Usman  vs. Junior Tafa ,W/L
544,Francis Marshall  vs. William Gomis ,L/W
545,Brady Hiestand  vs. Batgerel Danaa ,W/L
546,Max Holloway  vs. Arnold Allen ,W/L
547,Edson Barboza  vs. Billy Quarantillo ,W/L
548,Dustin Jacoby  vs. Azamat Murzakanov ,L/W
549,Tanner Boser  vs. Ion Cutelaba ,L/W
550,Pedro Munhoz  vs. Chris Gutierrez ,W/L
551,Clay Guida  vs. Rafa Garcia ,L/W
552,Bill Algeo  vs. TJ Brown ,W/L
553,Brandon Royval  vs. Matheus Nicolau ,W/L
554,Zak Cummings  vs. Ed Herman ,W/L
555,Gillian Robertson  vs. Piera Rodriguez ,W/L
556,Lando Vannata  vs. Daniel Zellhuber ,L/W
557,Bruna Brasil  vs. Denise Gomes ,L/W
558,Aaron Phillips  vs. Gaston Bolanos ,L/W
559,Joselyne Edwards  vs. Lucie Pudilova ,W/L
560,Alex Pereira  vs. Israel Adesanya ,L/W
561,Gilbert Burns  vs. Jorge Masvidal ,W/L
562,Rob Font  vs. Adrian Yanez ,W/L
563,Kevin Holland  vs. Santiago Ponzinibbio ,W/L
564,Raul Rosas Jr.  vs. Christian Rodriguez ,L/W
565,Chris Curtis  vs. Kelvin Gastelum ,L/W
566,Michelle Waterson-Gomez  vs. Luana Pinheiro ,L/W
567,Gerald Meerschaert  vs. Joe Pyfer ,L/W
568,Cynthia Calvillo  vs. Loopy Godinez ,L/W
569,Ignacio Bahamondes  vs. Trey Ogden ,W/L
570,Shayilan Nuerdanbieke  vs. Steve Garcia ,L/W
571,Jaqueline Amorim  vs. Sam Hughes ,L/W
572,Marlon Vera  vs. Cory Sandhagen ,L/W
573,Holly Holm  vs. Yana Santos ,W/L
574,Nate Landwehr  vs. Austin Lingo ,W/L
575,Andrea Lee  vs. Maycee Barber ,L/W
576,Chidi Njokuani  vs. Albert Duraev ,L/W
577,Daniel Pineda  vs. Tucker Lutz ,W/L
578,Steven Peterson  vs. Lucas Alexander ,L/W
579,Trevin Giles  vs. Preston Parsons ,W/L
580,CJ Vergara  vs. Daniel Lacerda ,W/L
581,Victor Altamirano  vs. Vinicius Salvador ,W/L
582,Leon Edwards  vs. Kamaru Usman ,W/L
583,Justin Gaethje  vs. Rafael Fiziev ,W/L
584,Gunnar Nelson  vs. Bryan Barberena ,W/L
585,Jennifer Maia  vs. Casey O'Neill ,W/L
586,Marvin Vettori  vs. Roman Dolidze ,W/L
587,Jack Shore  vs. Makwan Amirkhani ,W/L
588,Chris Duncan  vs. Omar Morales ,W/L
589,Sam Patterson  vs. Yanal Ashmouz ,L/W
590,Muhammad Mokaev  vs. Jafel Filho ,W/L
591,Lerone Murphy  vs. Gabriel Santos ,W/L
592,Christian Duncan  vs. Dusko Todorovic ,W/L
593,Jake Hadley  vs. Malcolm Gordon ,W/L
594,Joanne Wood  vs. Luana Carolina ,W/L
595,Jai Herbert  vs. Ludovit Klein ,D/D
596,Juliana Miller  vs. Veronica Hardy ,L/W
597,Petr Yan  vs. Merab Dvalishvili ,L/W
598,Alexander Volkov  vs. Alexandr Romanov ,W/L
599,Nikita Krylov  vs. Ryan Spann ,W/L
600,Said Nurmagomedov  vs. Jonathan Martinez ,L/W
601,Mario Bautista  vs. Guido Cannetti ,W/L
602,Vitor Petrino  vs. Anton Turkalj ,W/L
603,Karl Williams  vs. Lukasz Brzeski ,W/L
604,Raphael Assuncao  vs. Davey Grant ,L/W
605,Sedriques Dumas  vs. Josh Fremd ,L/W
606,Victor Henry  vs. Tony Gravely ,W/L
607,Ariane Lipski  vs. JJ Aldrich ,W/L
608,Tyson Nam  vs. Bruno Silva ,L/W
609,Carlston Harris  vs. Jared Gooden ,W/L
610,Jon Jones  vs. Ciryl Gane ,W/L
611,Valentina Shevchenko  vs. Alexa Grasso ,L/W
612,Geoff Neal  vs. Shavkat Rakhmonov ,L/W
613,Mateusz Gamrot  vs. Jalin Turner ,W/L
614,Bo Nickal  vs. Jamie Pickett ,W/L
615,Cody Garbrandt  vs. Trevin Jones ,W/L
616,Derek Brunson  vs. Dricus Du Plessis ,L/W
617,Viviane Araujo  vs. Amanda Ribas ,L/W
618,Julian Marquez  vs. Marc-Andre Barriault ,L/W
619,Ian Garry  vs. Song Kenan ,W/L
620,Mana Martinez  vs. Cameron Saaiman ,L/W
621,Jessica Penne  vs. Tabatha Ricci ,L/W
622,Da'Mon Blackshear  vs. Farid Basharat ,L/W
623,Esteban Ribovics  vs. Loik Radzhabov ,L/W
624,Andre Muniz  vs. Brendan Allen ,L/W
625,Augusto Sakai  vs. Don'Tale Mayes ,W/L
626,Tatiana Suarez  vs. Montana De La Rosa ,W/L
627,Mike Malott  vs. Yohan Lainesse ,W/L
628,Erick Gonzalez  vs. Trevor Peek ,L/W
629,Jasmine Jasudavicius  vs. Gabriella Fernandes ,W/L
630,Jordan Leavitt  vs. Victor Martinez ,W/L
631,Ode Osbourne  vs. Charles Johnson ,W/L
632,Joe Solecki  vs. Carl Deaton ,W/L
633,Rafael Alves  vs. Nurullo Aliev ,L/W
634,Jessica Andrade  vs. Erin Blanchfield ,L/W
635,Jordan Wright  vs. Zac Pauga ,L/W
636,Josh Parisian  vs. Jamal Pogues ,L/W
637,William Knight  vs. Marcin Prachnio ,L/W
638,Jim Miller  vs. Alexander Hernandez ,L/W
639,Nazim Sadykhov  vs. Evan Elder ,W/L
640,Lina Lansberg  vs. Mayra Bueno Silva ,L/W
641,Jamall Emmers  vs. Khusein Askhabov ,W/L
642,Ovince Saint Preux  vs. Philipe Lins ,L/W
643,AJ Fletcher  vs. Themba Gorimbo ,W/L
644,Clayton Carpenter  vs. Juancamilo Ronderos ,W/L
645,Islam Makhachev  vs. Alexander Volkanovski ,W/L
646,Yair Rodriguez  vs. Josh Emmett ,W/L
647,Jack Della Maddalena  vs. Randy Brown ,W/L
648,Justin Tafa  vs. Parker Porter ,W/L
649,Jimmy Crute  vs. Alonzo Menifield ,D/D
650,Tyson Pedro  vs. Modestas Bukauskas ,L/W
651,Josh Culibao  vs. Melsik Baghdasaryan ,W/L
652,Shannon Ross  vs. Kleydson Rodrigues ,L/W
653,Jamie Mullarkey  vs. Francisco Prado ,W/L
654,Jack Jenkins  vs. Don Shainis ,W/L
655,Loma Lookboonmee  vs. Elise Reed ,W/L
656,Shane Young  vs. Blake Bilder ,L/W
657,Zubaira Tukhugov  vs. Elves Brener ,L/W
658,Derrick Lewis  vs. Serghei Spivac ,L/W
659,Da Woon Jung  vs. Devin Clark ,L/W
660,Marcin Tybura  vs. Blagoy Ivanov ,W/L
661,Dooho Choi  vs. Kyle Nelson ,D/D
662,Yusaku Kinoshita  vs. Adam Fugitt ,L/W
663,Jeka Saragih  vs. Anshul Jubli ,L/W
664,JeongYeong Lee  vs. Yi Zha ,W/L
665,Toshiomi Kazama  vs. Rinya Nakamura ,L/W
666,SeungGuk Choi  vs. HyunSung Park ,L/W
667,JunYong Park  vs. Denis Tiuliulin ,W/L
668,Tatsuro Taira  vs. Jesus Aguilar ,W/L
669,Glover Teixeira  vs. Jamahal Hill ,L/W
670,Deiveson Figueiredo  vs. Brandon Moreno ,L/W
671,Gilbert Burns  vs. Neil Magny ,W/L
672,Lauren Murphy  vs. Jessica Andrade ,L/W
673,Paul Craig  vs. Johnny Walker ,L/W
674,Mauricio Rua  vs. Ihor Potieria ,L/W
675,Gregory Rodrigues  vs. Brunno Ferreira ,L/W
676,Thiago Moises  vs. Melquizael Costa ,W/L
677,Gabriel Bonfim  vs. Mounir Lazzez ,W/L
678,Shamil Abdurakhimov  vs. Jailton Almeida ,L/W
679,Luan Lacerda  vs. Cody Stamann ,L/W
680,Ismael Bonfim  vs. Terrance McKinney ,W/L
681,Warlley Alves  vs. Nicolas Dalby ,L/W
682,Josiane Nunes  vs. Zarah Fairn ,W/L
683,Saimon Oliveira  vs. Daniel Marcos ,L/W
684,Sean Strickland  vs. Nassourdine Imavov ,W/L
685,Dan Ige  vs. Damon Jackson ,W/L
686,Punahele Soriano  vs. Roman Kopylov ,L/W
687,Ketlen Vieira  vs. Raquel Pennington ,L/W
688,Umar Nurmagomedov  vs. Raoni Barcelos ,W/L
689,Javid Basharat  vs. Mateus Mendonca ,W/L
690,Claudio Ribeiro  vs. Abdul Razak Alhassan ,L/W
691,Mateusz Rebecki  vs. Nick Fiore ,W/L
692,Allan Nascimento  vs. Carlos Hernandez ,W/L
693,Dan Argueta  vs. Nick Aguirre ,W/L
694,Charles Johnson  vs. Jimmy Flick ,W/L
695,Jared Cannonier  vs. Sean Strickland ,W/L
696,Arman Tsarukyan  vs. Damir Ismagulov ,W/L
697,Amir Albazi  vs. Alessandro Costa ,W/L
698,Alex Caceres  vs. Julian Erosa ,W/L
699,Drew Dober  vs. Bobby Green ,W/L
700,Cody Brundage  vs. Michal Oleksiejczuk ,L/W
701,Cheyanne Vlismas  vs. Cory McKenna ,L/W
702,Jake Matthews  vs. Matthew Semelsberger ,L/W
703,Said Nurmagomedov  vs. Saidyokub Kakhramonov ,W/L
704,Rafa Garcia  vs.  Maheshate ,W/L
705,Bryan Battle  vs. Rinat Fakhretdinov ,L/W
706,David Dvorak  vs. Manel Kape ,L/W
707,Sergey Morozov  vs. Journey Newson ,W/L
708,Jan Blachowicz  vs. Magomed Ankalaev ,D/D
709,Paddy Pimblett  vs. Jared Gordon ,W/L
710,Santiago Ponzinibbio  vs. Alex Morono ,W/L
711,Darren Till  vs. Dricus Du Plessis ,L/W
712,Bryce Mitchell  vs. Ilia Topuria ,L/W
713,Raul Rosas Jr.  vs. Jay Perrin ,W/L
714,Jairzinho Rozenstruik  vs. Chris Daukaus ,W/L
715,Edmen Shahbazyan  vs. Dalcha Lungiambula ,W/L
716,Chris Curtis  vs. Joaquin Buckley ,W/L
717,Billy Quarantillo  vs. Alexander Hernandez ,W/L
718,TJ Brown  vs. Erik Silva ,W/L
719,Cameron Saaiman  vs. Steven Koslow ,W/L
720,Stephen Thompson  vs. Kevin Holland ,W/L
721,Bryan Barberena  vs. Rafael Dos Anjos ,L/W
722,Matheus Nicolau  vs. Matt Schnell ,W/L
723,Tai Tuivasa  vs. Sergei Pavlovich ,L/W
724,Jack Hermansson  vs. Roman Dolidze ,L/W
725,Eryk Anders  vs. Kyle Daukaus ,W/L
726,Niko Price  vs. Phil Rowe ,L/W
727,Angela Hill  vs. Emily Ducote ,W/L
728,Clay Guida  vs. Scott Holtzman ,W/L
729,Michael Johnson  vs. Marc Diakiese ,W/L
730,Darren Elkins  vs. Jonathan Pearce ,L/W
731,Natan Levy  vs. Genaro Valdez ,W/L
732,Marcelo Rojo  vs. Francis Marshall ,L/W
733,Yazmin Jauregui  vs. Istela Nunes ,W/L
734,Kennedy Nzechukwu  vs. Ion Cutelaba ,W/L
735,Chase Sherman  vs. Waldo Cortes-Acosta ,L/W
736,Andre Fialho  vs. Muslim Salikhov ,L/W
737,Jack Della Maddalena  vs. Danny Roberts ,W/L
738,Charles Johnson  vs. Zhalgas Zhumagulov ,W/L
739,Jennifer Maia  vs. Maryna Moroz ,W/L
740,Vince Morales  vs. Miles Johns ,L/W
741,Ricky Turcios  vs. Kevin Natividad ,W/L
742,Vanessa Demopoulos  vs. Maria Oliveira ,W/L
743,Brady Hiestand  vs. Fernie Garcia ,W/L
744,Natalia Silva  vs. Tereza Bleda ,W/L
745,Israel Adesanya  vs. Alex Pereira ,L/W
746,Carla Esparza  vs. Zhang Weili ,L/W
747,Dustin Poirier  vs. Michael Chandler ,W/L
748,Frankie Edgar  vs. Chris Gutierrez ,L/W
749,Dan Hooker  vs. Claudio Puelles ,W/L
750,Brad Riddell  vs. Renato Moicano ,L/W
751,Dominick Reyes  vs. Ryan Spann ,L/W
752,Erin Blanchfield  vs. Molly McCann ,W/L
753,Andre Petroski  vs. Wellington Turman ,W/L
754,Matt Frevola  vs. Ottman Azaitar ,W/L
755,Karolina Kowalkiewicz  vs. Silvana Gomez Juarez ,W/L
756,Michael Trizano  vs. SeungWoo Choi ,W/L
757,Julio Arce  vs. Montel Jackson ,L/W
758,Carlos Ulberg  vs. Nicolae Negumereanu ,W/L
759,Marina Rodriguez  vs. Amanda Lemos ,L/W
760,Neil Magny  vs. Daniel Rodriguez ,W/L
761,Darrick Minner  vs. Shayilan Nuerdanbieke ,L/W
762,Tagir Ulanbekov  vs. Nate Maness ,W/L
763,Grant Dawson  vs. Mark Madsen ,W/L
764,Miranda Maverick  vs. Shanna Young ,W/L
765,Mario Bautista  vs. Benito Lopez ,W/L
766,Polyana Viana  vs. Jinh Yu Frey ,W/L
767,Liudvik Sholinian  vs. Johnny Munoz ,L/W
768,Carlos Candelario  vs. Jake Hadley ,L/W
769,Tamires Vidal  vs. Ramona Pascual ,W/L
770,Calvin Kattar  vs. Arnold Allen ,L/W
771,Tim Means  vs. Max Griffin ,L/W
772,Waldo Cortes-Acosta  vs. Jared Vanderaa ,W/L
773,Josh Fremd  vs. Tresean Gore ,L/W
774,Dustin Jacoby  vs. Khalil Rountree Jr. ,L/W
775,Phil Hawes  vs. Roman Dolidze ,L/W
776,Andrei Arlovski  vs. Marcos Rogerio de Lima ,L/W
777,Joseph Holmes  vs. Junyong Park ,L/W
778,Chase Hooper  vs. Steve Garcia ,L/W
779,Cody Durden  vs. Carlos Mota ,W/L
780,Christian Rodriguez  vs. Joshua Weems ,W/L
781,Charles Oliveira  vs. Islam Makhachev ,L/W
782,Aljamain Sterling  vs. TJ Dillashaw ,W/L
783,Petr Yan  vs. Sean O'Malley ,L/W
784,Beneil Dariush  vs. Mateusz Gamrot ,W/L
785,Katlyn Chookagian  vs. Manon Fiorot ,L/W
786,Belal Muhammad  vs. Sean Brady ,W/L
787,Makhmud Muradov  vs. Caio Borralho ,L/W
788,Volkan Oezdemir  vs. Nikita Krylov ,L/W
789,Abubakar Nurmagomedov  vs. Gadzhi Omargadzhiev ,W/L
790,Armen Petrosyan  vs. AJ Dobson ,W/L
791,Muhammad Mokaev  vs. Malcolm Gordon ,W/L
792,Karol Rosa  vs. Lina Lansberg ,W/L
793,Alexa Grasso  vs. Viviane Araujo ,W/L
794,Cub Swanson  vs. Jonathan Martinez ,L/W
795,Jordan Wright  vs. Dusko Todorovic ,L/W
796,Raphael Assuncao  vs. Victor Henry ,W/L
797,Misha Cirkunov  vs. Alonzo Menifield ,L/W
798,Mana Martinez  vs. Brandon Davis ,W/L
799,Nick Maximov  vs. Jacob Malkoun ,L/W
800,Joanderson Brito  vs. Lucas Alexander ,W/L
801,Piera Rodriguez  vs. Sam Hughes ,W/L
802,Tatsuro Taira  vs. CJ Vergara ,W/L
803,Mike Jackson  vs. Pete Rodriguez ,L/W
804,Mackenzie Dern  vs. Yan Xiaonan ,L/W
805,Randy Brown  vs. Francisco Trinaldo ,W/L
806,Raoni Barcelos  vs. Trevin Jones ,W/L
807,Sodiq Yusuff  vs. Don Shainis ,W/L
808,Mike Davis  vs. Viacheslav Borshchev ,W/L
809,John Castaneda  vs. Daniel Santos ,L/W
810,Ilir Latifi  vs. Aleksei Oleinik ,W/L
811,Joaquim Silva  vs. Jesse Ronson ,W/L
812,Krzysztof Jotko  vs. Brendan Allen ,L/W
813,Julija Stoliarenko  vs. Chelsea Chandler ,L/W
814,Guido Cannetti  vs. Randy Costa ,W/L
815,Cory Sandhagen  vs. Song Yadong ,W/L
816,Chidi Njokuani  vs. Gregory Rodrigues ,L/W
817,Andre Fili  vs. Bill Algeo ,W/L
818,Joe Pyfer  vs. Alen Amedovski ,W/L
819,Tanner Boser  vs. Rodrigo Nascimento ,L/W
820,Anthony Hernandez  vs. Marc-Andre Barriault ,W/L
821,Damon Jackson  vs. Pat Sabatini ,W/L
822,Trevin Giles  vs. Louis Cosce ,W/L
823,Denise Gomes  vs. Loma Lookboonmee ,L/W
824,Trey Ogden  vs. Daniel Zellhuber ,W/L
825,Mariya Agapova  vs. Gillian Robertson ,L/W
826,Tony Gravely  vs. Javid Basharat ,L/W
827,Nikolas Motta  vs. Cameron VanCamp ,W/L
828,Nate Diaz  vs. Tony Ferguson ,W/L
829,Khamzat Chimaev  vs. Kevin Holland ,W/L
830,Li Jingliang  vs. Daniel Rodriguez ,L/W
831,Irene Aldana  vs. Macy Chiasson ,W/L
832,Johnny Walker  vs. Ion Cutelaba ,W/L
833,Hakeem Dawodu  vs. Julian Erosa ,L/W
834,Jailton Almeida  vs. Anton Turkalj ,W/L
835,Denis Tiuliulin  vs. Jamie Pickett ,W/L
836,Jake Collier  vs. Chris Barnett ,L/W
837,Norma Dumont  vs. Danyelle Wolf ,W/L
838,Chad Anheliger  vs.  Alatengheili ,L/W
839,Melissa Martinez  vs. Elise Reed ,L/W
840,Darian Weeks  vs. Yohan Lainesse ,L/W
841,Ciryl Gane  vs. Tai Tuivasa ,W/L
842,Robert Whittaker  vs. Marvin Vettori ,W/L
843,Nassourdine Imavov  vs. Joaquin Buckley ,W/L
844,Alessio Di Chirico  vs. Roman Kopylov ,L/W
845,William Gomis  vs. Jarno Errens ,W/L
846,Charles Jourdain  vs. Nathaniel Wood ,L/W
847,Abus Magomedov  vs. Dustin Stoltzfus ,W/L
848,John Makdessi  vs. Nasrat Haqparast ,L/W
849,Fares Ziam  vs. Michal Figlak ,W/L
850,Benoit Saint Denis  vs. Gabriel Miranda ,W/L
851,Khalid Taha  vs. Cristian Quinonez ,L/W
852,Stephanie Egger  vs. Ailin Perez ,W/L
853,Kamaru Usman  vs. Leon Edwards ,L/W
854,Paulo Costa  vs. Luke Rockhold ,W/L
855,Jose Aldo  vs. Merab Dvalishvili ,L/W
856,Wu Yanan  vs. Lucie Pudilova ,L/W
857,Tyson Pedro  vs. Harry Hunsucker ,W/L
858,Marcin Tybura  vs. Alexandr Romanov ,W/L
859,Leonardo Santos  vs. Jared Gordon ,L/W
860,Sean Woodson  vs. Luis Saldana ,D/D
861,AJ Fletcher  vs. Ange Loosa ,L/W
862,Amir Albazi  vs. Francisco Figueiredo ,W/L
863, Aoriqileng  vs. Jay Perrin ,W/L
864,Daniel Da Silva  vs. Victor Altamirano ,L/W
865,Marlon Vera  vs. Dominick Cruz ,W/L
866,Nate Landwehr  vs. David Onama ,W/L
867,Yazmin Jauregui  vs. Iasmin Lucindo ,W/L
868,Devin Clark  vs. Azamat Murzakanov ,L/W
869,Priscila Cachoeira  vs. Ariane Lipski ,W/L
870,Bruno Silva  vs. Gerald Meerschaert ,L/W
871,Angela Hill  vs. Loopy Godinez ,W/L
872,Martin Buday  vs. Lukasz Brzeski ,W/L
873,Cynthia Calvillo  vs. Nina Nunes ,L/W
874,Gabriel Benitez  vs. Charlie Ontiveros ,W/L
875,Ode Osbourne  vs. Tyson Nam ,L/W
876,Jason Witt  vs. Josh Quinlan ,L/W
877,Youssef Zalal  vs. Da'Mon Blackshear ,D/D
878,Thiago Santos  vs. Jamahal Hill ,L/W
879,Vicente Luque  vs. Geoff Neal ,L/W
880,Mohammed Usman  vs. Zac Pauga ,W/L
881,Brogan Walker  vs. Juliana Miller ,L/W
882,Augusto Sakai  vs. Serghei Spivac ,L/W
883,Terrance McKinney  vs. Erick Gonzalez ,W/L
884,Sam Alvey  vs. Michal Oleksiejczuk ,L/W
885,Bryan Battle  vs. Takashi Sato ,W/L
886,Cory McKenna  vs. Miranda Granger ,W/L
887,Mayra Bueno Silva  vs. Stephanie Egger ,W/L
888,Julianna Pena  vs. Amanda Nunes ,L/W
889,Brandon Moreno  vs. Kai Kara-France ,W/L
890,Derrick Lewis  vs. Sergei Pavlovich ,L/W
891,Alexandre Pantoja  vs. Alex Perez ,W/L
892,Magomed Ankalaev  vs. Anthony Smith ,W/L
893,Alex Morono  vs. Matthew Semelsberger ,W/L
894,Drew Dober  vs. Rafael Alves ,W/L
895,Don'Tale Mayes  vs. Hamdy Abdelwahab ,L/W
896,Drakkar Klose  vs. Rafa Garcia ,W/L
897,Michael Morales  vs. Adam Fugitt ,W/L
898,Joselyne Edwards  vs. Ji Yeon Kim ,W/L
899,Nicolae Negumereanu  vs. Ihor Potieria ,W/L
900,Orion Cosce  vs. Blood Diamond ,W/L
901,Curtis Blaydes  vs. Tom Aspinall ,W/L
902,Jack Hermansson  vs. Chris Curtis ,W/L
903,Paddy Pimblett  vs. Jordan Leavitt ,W/L
904,Nikita Krylov  vs. Alexander Gustafsson ,W/L
905,Molly McCann  vs. Hannah Goldy ,W/L
906,Paul Craig  vs. Volkan Oezdemir ,L/W
907,Mason Jones  vs. Ludovit Klein ,L/W
908,Marc Diakiese  vs. Damir Hadzovic ,W/L
909,Nathaniel Wood  vs. Charles Rosa ,W/L
910,Makwan Amirkhani  vs. Jonathan Pearce ,L/W
911,Muhammad Mokaev  vs. Charles Johnson ,W/L
912,Jai Herbert  vs. Kyle Nelson ,W/L
913,Mandy Bohm  vs. Victoria Leonardo ,L/W
914,Claudio Silva  vs. Nicolas Dalby ,L/W
915,Brian Ortega  vs. Yair Rodriguez ,L/W
916,Michelle Waterson-Gomez  vs. Amanda Lemos ,L/W
917,Li Jingliang  vs. Muslim Salikhov ,W/L
918,Matt Schnell  vs.  Sumudaerji ,W/L
919,Shane Burgos  vs. Charles Jourdain ,W/L
920,Lauren Murphy  vs. Miesha Tate ,W/L
921,Punahele Soriano  vs. Dalcha Lungiambula ,W/L
922,Ricky Simon  vs. Jack Shore ,W/L
923,Bill Algeo  vs. Herbert Burns ,W/L
924,Dustin Jacoby  vs. Da Woon Jung ,W/L
925,Dwight Grant  vs. Dustin Stoltzfus ,L/W
926,Jessica Penne  vs. Emily Ducote ,L/W
927,Rafael Dos Anjos  vs. Rafael Fiziev ,L/W
928,Caio Borralho  vs. Armen Petrosyan ,W/L
929,Douglas Silva de Andrade  vs. Said Nurmagomedov ,L/W
930,Jared Vanderaa  vs. Chase Sherman ,L/W
931,Aiemann Zahabi  vs. Ricky Turcios ,W/L
932,Michael Johnson  vs. Jamie Mullarkey ,L/W
933,Cody Brundage  vs. Tresean Gore ,W/L
934,Antonina Shevchenko  vs. Cortney Casey ,W/L
935,David Onama  vs. Garrett Armfield ,W/L
936,Kennedy Nzechukwu  vs. Karl Roberson ,W/L
937,Ronnie Lawrence  vs. Saidyokub Kakhramonov ,L/W
938,Israel Adesanya  vs. Jared Cannonier ,W/L
939,Alexander Volkanovski  vs. Max Holloway ,W/L
940,Sean Strickland  vs. Alex Pereira ,L/W
941,Robbie Lawler  vs. Bryan Barberena ,L/W
942,Pedro Munhoz  vs. Sean O'Malley ,NC/NC
943,Brad Riddell  vs. Jalin Turner ,L/W
944,Jim Miller  vs. Donald Cerrone ,W/L
945,Ian Garry  vs. Gabe Green ,W/L
946,Brad Tavares  vs. Dricus Du Plessis ,L/W
947,Uriah Hall  vs. Andre Muniz ,L/W
948,Jessica Eye  vs. Maycee Barber ,L/W
949,Jessica-Rose Clark  vs. Julija Stoliarenko ,L/W
950,Arman Tsarukyan  vs. Mateusz Gamrot ,L/W
951,Neil Magny  vs. Shavkat Rakhmonov ,L/W
952,Josh Parisian  vs. Alan Baudot ,W/L
953,Thiago Moises  vs. Christos Giagos ,W/L
954,Nate Maness  vs. Umar Nurmagomedov ,L/W
955,Chris Curtis  vs. Rodolfo Vieira ,W/L
956,Carlos Ulberg  vs. Tafon Nchukwi ,W/L
957,Shayilan Nuerdanbieke  vs. TJ Brown ,W/L
958,Raulian Paiva  vs. Sergey Morozov ,L/W
959,JP Buys  vs. Cody Durden ,L/W
960,Brian Kelleher  vs. Mario Bautista ,L/W
961,Vanessa Demopoulos  vs. Jinh Yu Frey ,W/L
962,Calvin Kattar  vs. Josh Emmett ,L/W
963,Tim Means  vs. Kevin Holland ,L/W
964,Joaquin Buckley  vs. Albert Duraev ,W/L
965,Damir Ismagulov  vs. Guram Kutateladze ,W/L
966,Julian Marquez  vs. Gregory Rodrigues ,L/W
967,Adrian Yanez  vs. Tony Kelley ,W/L
968,Jasmine Jasudavicius  vs. Natalia Silva ,L/W
969,Court McGee  vs. Jeremiah Wells ,L/W
970,Ricardo Ramos  vs. Danny Chavez ,W/L
971,Maria Oliveira  vs. Gloria de Paula ,W/L
972,Eddie Wineland  vs. Cody Stamann ,L/W
973,Phil Hawes  vs. Deron Winn ,W/L
974,Roman Dolidze  vs. Kyle Daukaus ,W/L
975,Glover Teixeira  vs. Jiri Prochazka ,L/W
976,Valentina Shevchenko  vs. Taila Santos ,W/L
977,Zhang Weili  vs. Joanna Jedrzejczyk ,W/L
978,Andre Fialho  vs. Jake Matthews ,L/W
979,Jack Della Maddalena  vs. Ramazan Emeev ,W/L
980,SeungWoo Choi  vs. Josh Culibao ,L/W
981, Maheshate  vs. Steve Garcia ,W/L
982,Brendan Allen  vs. Jacob Malkoun ,W/L
983,Kyung Ho Kang  vs. Batgerel Danaa ,W/L
984,Liang Na  vs. Silvana Gomez Juarez ,L/W
985,Ramona Pascual  vs. Joselyne Edwards ,L/W
986,Alexander Volkov  vs. Jairzinho Rozenstruik ,W/L
987,Dan Ige  vs. Movsar Evloev ,L/W
