Fight,OUTCOME
Cody Durden  vs. Charles Johnson ,W/L
Stephanie Egger  vs. Irina Alekseeva ,L/W
Journey Newson  vs. Marcus McGhee ,L/W
Hailey Cowan  vs. Jamey-Lyn Horth ,L/W
Sergei Pavlovich  vs. Curtis Blaydes ,W/L
Brad Tavares  vs. Bruno Silva ,L/W
Bobby Green  vs. Jared Gordon ,NC/NC
Iasmin Lucindo  vs. Brogan Walker ,W/L
Jeremiah Wells  vs. Matthew Semelsberger ,W/L
Ricky Glenn  vs. Christos Giagos ,L/W
Rani Yahya  vs. Montel Jackson ,L/W
Karol Rosa  vs. Norma Dumont ,L/W
Mohammed Usman  vs. Junior Tafa ,W/L
Francis Marshall  vs. William Gomis ,L/W
Brady Hiestand  vs. Batgerel Danaa ,W/L
Max Holloway  vs. Arnold Allen ,W/L
Edson Barboza  vs. Billy Quarantillo ,W/L
Dustin Jacoby  vs. Azamat Murzakanov ,L/W
Tanner Boser  vs. Ion Cutelaba ,L/W
Pedro Munhoz  vs. Chris Gutierrez ,W/L
Clay Guida  vs. Rafa Garcia ,L/W
Bill Algeo  vs. TJ Brown ,W/L
Brandon Royval  vs. Matheus Nicolau ,W/L
Zak Cummings  vs. Ed Herman ,W/L
Gillian Robertson  vs. Piera Rodriguez ,W/L
Lando Vannata  vs. Daniel Zellhuber ,L/W
Bruna Brasil  vs. Denise Gomes ,L/W
Aaron Phillips  vs. Gaston Bolanos ,L/W
Joselyne Edwards  vs. Lucie Pudilova ,W/L
Alex Pereira  vs. Israel Adesanya ,L/W
Gilbert Burns  vs. Jorge Masvidal ,W/L
Rob Font  vs. Adrian Yanez ,W/L
Kevin Holland  vs. Santiago Ponzinibbio ,W/L
Raul Rosas Jr.  vs. Christian Rodriguez ,L/W
Chris Curtis  vs. Kelvin Gastelum ,L/W
Michelle Waterson-Gomez  vs. Luana Pinheiro ,L/W
Gerald Meerschaert  vs. Joe Pyfer ,L/W
Cynthia Calvillo  vs. Loopy Godinez ,L/W
Ignacio Bahamondes  vs. Trey Ogden ,W/L
Shayilan Nuerdanbieke  vs. Steve Garcia ,L/W
Jaqueline Amorim  vs. Sam Hughes ,L/W
Marlon Vera  vs. Cory Sandhagen ,L/W
Holly Holm  vs. Yana Santos ,W/L
Nate Landwehr  vs. Austin Lingo ,W/L
Andrea Lee  vs. Maycee Barber ,L/W
Chidi Njokuani  vs. Albert Duraev ,L/W
Daniel Pineda  vs. Tucker Lutz ,W/L
Steven Peterson  vs. Lucas Alexander ,L/W
Trevin Giles  vs. Preston Parsons ,W/L
CJ Vergara  vs. Daniel Lacerda ,W/L
Victor Altamirano  vs. Vinicius Salvador ,W/L
Leon Edwards  vs. Kamaru Usman ,W/L
Justin Gaethje  vs. Rafael Fiziev ,W/L
Gunnar Nelson  vs. Bryan Barberena ,W/L
Jennifer Maia  vs. Casey O'Neill ,W/L
Marvin Vettori  vs. Roman Dolidze ,W/L
Jack Shore  vs. Makwan Amirkhani ,W/L
Chris Duncan  vs. Omar Morales ,W/L
Sam Patterson  vs. Yanal Ashmouz ,L/W
Muhammad Mokaev  vs. Jafel Filho ,W/L
Lerone Murphy  vs. Gabriel Santos ,W/L
Christian Duncan  vs. Dusko Todorovic ,W/L
Jake Hadley  vs. Malcolm Gordon ,W/L
Joanne Wood  vs. Luana Carolina ,W/L
Jai Herbert  vs. Ludovit Klein ,D/D
Juliana Miller  vs. Veronica Hardy ,L/W
Petr Yan  vs. Merab Dvalishvili ,L/W
Alexander Volkov  vs. Alexandr Romanov ,W/L
Nikita Krylov  vs. Ryan Spann ,W/L
Said Nurmagomedov  vs. Jonathan Martinez ,L/W
Mario Bautista  vs. Guido Cannetti ,W/L
Vitor Petrino  vs. Anton Turkalj ,W/L
Karl Williams  vs. Lukasz Brzeski ,W/L
Raphael Assuncao  vs. Davey Grant ,L/W
Sedriques Dumas  vs. Josh Fremd ,L/W
Victor Henry  vs. Tony Gravely ,W/L
Ariane Lipski  vs. JJ Aldrich ,W/L
Tyson Nam  vs. Bruno Silva ,L/W
Carlston Harris  vs. Jared Gooden ,W/L
Jon Jones  vs. Ciryl Gane ,W/L
Valentina Shevchenko  vs. Alexa Grasso ,L/W
Geoff Neal  vs. Shavkat Rakhmonov ,L/W
Mateusz Gamrot  vs. Jalin Turner ,W/L
Bo Nickal  vs. Jamie Pickett ,W/L
Cody Garbrandt  vs. Trevin Jones ,W/L
Derek Brunson  vs. Dricus Du Plessis ,L/W
Viviane Araujo  vs. Amanda Ribas ,L/W
Julian Marquez  vs. Marc-Andre Barriault ,L/W
Ian Garry  vs. Song Kenan ,W/L
Mana Martinez  vs. Cameron Saaiman ,L/W
Jessica Penne  vs. Tabatha Ricci ,L/W
Da'Mon Blackshear  vs. Farid Basharat ,L/W
Esteban Ribovics  vs. Loik Radzhabov ,L/W
Andre Muniz  vs. Brendan Allen ,L/W
Augusto Sakai  vs. Don'Tale Mayes ,W/L
Tatiana Suarez  vs. Montana De La Rosa ,W/L
Mike Malott  vs. Yohan Lainesse ,W/L
Erick Gonzalez  vs. Trevor Peek ,L/W
Jasmine Jasudavicius  vs. Gabriella Fernandes ,W/L
Jordan Leavitt  vs. Victor Martinez ,W/L
Ode Osbourne  vs. Charles Johnson ,W/L
Joe Solecki  vs. Carl Deaton ,W/L
Rafael Alves  vs. Nurullo Aliev ,L/W
Jessica Andrade  vs. Erin Blanchfield ,L/W
Jordan Wright  vs. Zac Pauga ,L/W
Josh Parisian  vs. Jamal Pogues ,L/W
William Knight  vs. Marcin Prachnio ,L/W
Jim Miller  vs. Alexander Hernandez ,L/W
Nazim Sadykhov  vs. Evan Elder ,W/L
Lina Lansberg  vs. Mayra Bueno Silva ,L/W
Jamall Emmers  vs. Khusein Askhabov ,W/L
Ovince Saint Preux  vs. Philipe Lins ,L/W
AJ Fletcher  vs. Themba Gorimbo ,W/L
Clayton Carpenter  vs. Juancamilo Ronderos ,W/L
Islam Makhachev  vs. Alexander Volkanovski ,W/L
Yair Rodriguez  vs. Josh Emmett ,W/L
Jack Della Maddalena  vs. Randy Brown ,W/L
Justin Tafa  vs. Parker Porter ,W/L
Jimmy Crute  vs. Alonzo Menifield ,D/D
Tyson Pedro  vs. Modestas Bukauskas ,L/W
Josh Culibao  vs. Melsik Baghdasaryan ,W/L
Shannon Ross  vs. Kleydson Rodrigues ,L/W
Jamie Mullarkey  vs. Francisco Prado ,W/L
Jack Jenkins  vs. Don Shainis ,W/L
Loma Lookboonmee  vs. Elise Reed ,W/L
Shane Young  vs. Blake Bilder ,L/W
Zubaira Tukhugov  vs. Elves Brener ,L/W
Derrick Lewis  vs. Serghei Spivac ,L/W
Da Woon Jung  vs. Devin Clark ,L/W
Marcin Tybura  vs. Blagoy Ivanov ,W/L
Dooho Choi  vs. Kyle Nelson ,D/D
Yusaku Kinoshita  vs. Adam Fugitt ,L/W
Jeka Saragih  vs. Anshul Jubli ,L/W
JeongYeong Lee  vs. Yi Zha ,W/L
Toshiomi Kazama  vs. Rinya Nakamura ,L/W
SeungGuk Choi  vs. HyunSung Park ,L/W
JunYong Park  vs. Denis Tiuliulin ,W/L
Tatsuro Taira  vs. Jesus Aguilar ,W/L
Glover Teixeira  vs. Jamahal Hill ,L/W
Deiveson Figueiredo  vs. Brandon Moreno ,L/W
Gilbert Burns  vs. Neil Magny ,W/L
Lauren Murphy  vs. Jessica Andrade ,L/W
Paul Craig  vs. Johnny Walker ,L/W
Mauricio Rua  vs. Ihor Potieria ,L/W
Gregory Rodrigues  vs. Brunno Ferreira ,L/W
Thiago Moises  vs. Melquizael Costa ,W/L
Gabriel Bonfim  vs. Mounir Lazzez ,W/L
Shamil Abdurakhimov  vs. Jailton Almeida ,L/W
Luan Lacerda  vs. Cody Stamann ,L/W
Ismael Bonfim  vs. Terrance McKinney ,W/L
Warlley Alves  vs. Nicolas Dalby ,L/W
Josiane Nunes  vs. Zarah Fairn ,W/L
Saimon Oliveira  vs. Daniel Marcos ,L/W
Sean Strickland  vs. Nassourdine Imavov ,W/L
Dan Ige  vs. Damon Jackson ,W/L
Punahele Soriano  vs. Roman Kopylov ,L/W
Ketlen Vieira  vs. Raquel Pennington ,L/W
Umar Nurmagomedov  vs. Raoni Barcelos ,W/L
Javid Basharat  vs. Mateus Mendonca ,W/L
Claudio Ribeiro  vs. Abdul Razak Alhassan ,L/W
Mateusz Rebecki  vs. Nick Fiore ,W/L
Allan Nascimento  vs. Carlos Hernandez ,W/L
Dan Argueta  vs. Nick Aguirre ,W/L
Charles Johnson  vs. Jimmy Flick ,W/L
Jared Cannonier  vs. Sean Strickland ,W/L
Arman Tsarukyan  vs. Damir Ismagulov ,W/L
Amir Albazi  vs. Alessandro Costa ,W/L
Alex Caceres  vs. Julian Erosa ,W/L
Drew Dober  vs. Bobby Green ,W/L
Cody Brundage  vs. Michal Oleksiejczuk ,L/W
Cheyanne Vlismas  vs. Cory McKenna ,L/W
Jake Matthews  vs. Matthew Semelsberger ,L/W
Said Nurmagomedov  vs. Saidyokub Kakhramonov ,W/L
Rafa Garcia  vs.  Maheshate ,W/L
Bryan Battle  vs. Rinat Fakhretdinov ,L/W
David Dvorak  vs. Manel Kape ,L/W
Sergey Morozov  vs. Journey Newson ,W/L
Jan Blachowicz  vs. Magomed Ankalaev ,D/D
Paddy Pimblett  vs. Jared Gordon ,W/L
Santiago Ponzinibbio  vs. Alex Morono ,W/L
Darren Till  vs. Dricus Du Plessis ,L/W
Bryce Mitchell  vs. Ilia Topuria ,L/W
Raul Rosas Jr.  vs. Jay Perrin ,W/L
Jairzinho Rozenstruik  vs. Chris Daukaus ,W/L
Edmen Shahbazyan  vs. Dalcha Lungiambula ,W/L
Chris Curtis  vs. Joaquin Buckley ,W/L
Billy Quarantillo  vs. Alexander Hernandez ,W/L
TJ Brown  vs. Erik Silva ,W/L
Cameron Saaiman  vs. Steven Koslow ,W/L
Stephen Thompson  vs. Kevin Holland ,W/L
Bryan Barberena  vs. Rafael Dos Anjos ,L/W
Matheus Nicolau  vs. Matt Schnell ,W/L
Tai Tuivasa  vs. Sergei Pavlovich ,L/W
Jack Hermansson  vs. Roman Dolidze ,L/W
Eryk Anders  vs. Kyle Daukaus ,W/L
Niko Price  vs. Phil Rowe ,L/W
Angela Hill  vs. Emily Ducote ,W/L
Clay Guida  vs. Scott Holtzman ,W/L
Michael Johnson  vs. Marc Diakiese ,W/L
Darren Elkins  vs. Jonathan Pearce ,L/W
Natan Levy  vs. Genaro Valdez ,W/L
Marcelo Rojo  vs. Francis Marshall ,L/W
Yazmin Jauregui  vs. Istela Nunes ,W/L
Kennedy Nzechukwu  vs. Ion Cutelaba ,W/L
Chase Sherman  vs. Waldo Cortes-Acosta ,L/W
Andre Fialho  vs. Muslim Salikhov ,L/W
Jack Della Maddalena  vs. Danny Roberts ,W/L
Charles Johnson  vs. Zhalgas Zhumagulov ,W/L
Jennifer Maia  vs. Maryna Moroz ,W/L
Vince Morales  vs. Miles Johns ,L/W
Ricky Turcios  vs. Kevin Natividad ,W/L
Vanessa Demopoulos  vs. Maria Oliveira ,W/L
Brady Hiestand  vs. Fernie Garcia ,W/L
Natalia Silva  vs. Tereza Bleda ,W/L
Israel Adesanya  vs. Alex Pereira ,L/W
Carla Esparza  vs. Zhang Weili ,L/W
Dustin Poirier  vs. Michael Chandler ,W/L
Frankie Edgar  vs. Chris Gutierrez ,L/W
Dan Hooker  vs. Claudio Puelles ,W/L
Brad Riddell  vs. Renato Moicano ,L/W
Dominick Reyes  vs. Ryan Spann ,L/W
Erin Blanchfield  vs. Molly McCann ,W/L
Andre Petroski  vs. Wellington Turman ,W/L
Matt Frevola  vs. Ottman Azaitar ,W/L
Karolina Kowalkiewicz  vs. Silvana Gomez Juarez ,W/L
Michael Trizano  vs. SeungWoo Choi ,W/L
Julio Arce  vs. Montel Jackson ,L/W
Carlos Ulberg  vs. Nicolae Negumereanu ,W/L
Marina Rodriguez  vs. Amanda Lemos ,L/W
Neil Magny  vs. Daniel Rodriguez ,W/L
Darrick Minner  vs. Shayilan Nuerdanbieke ,L/W
Tagir Ulanbekov  vs. Nate Maness ,W/L
Grant Dawson  vs. Mark Madsen ,W/L
Miranda Maverick  vs. Shanna Young ,W/L
Mario Bautista  vs. Benito Lopez ,W/L
Polyana Viana  vs. Jinh Yu Frey ,W/L
Liudvik Sholinian  vs. Johnny Munoz ,L/W
Carlos Candelario  vs. Jake Hadley ,L/W
Tamires Vidal  vs. Ramona Pascual ,W/L
Calvin Kattar  vs. Arnold Allen ,L/W
Tim Means  vs. Max Griffin ,L/W
Waldo Cortes-Acosta  vs. Jared Vanderaa ,W/L
Josh Fremd  vs. Tresean Gore ,L/W
Dustin Jacoby  vs. Khalil Rountree Jr. ,L/W
Phil Hawes  vs. Roman Dolidze ,L/W
Andrei Arlovski  vs. Marcos Rogerio de Lima ,L/W
Joseph Holmes  vs. Junyong Park ,L/W
Chase Hooper  vs. Steve Garcia ,L/W
Cody Durden  vs. Carlos Mota ,W/L
Christian Rodriguez  vs. Joshua Weems ,W/L
Charles Oliveira  vs. Islam Makhachev ,L/W
Aljamain Sterling  vs. TJ Dillashaw ,W/L
Petr Yan  vs. Sean O'Malley ,L/W
Beneil Dariush  vs. Mateusz Gamrot ,W/L
Katlyn Chookagian  vs. Manon Fiorot ,L/W
Belal Muhammad  vs. Sean Brady ,W/L
Makhmud Muradov  vs. Caio Borralho ,L/W
Volkan Oezdemir  vs. Nikita Krylov ,L/W
Abubakar Nurmagomedov  vs. Gadzhi Omargadzhiev ,W/L
Armen Petrosyan  vs. AJ Dobson ,W/L
Muhammad Mokaev  vs. Malcolm Gordon ,W/L
Karol Rosa  vs. Lina Lansberg ,W/L
Alexa Grasso  vs. Viviane Araujo ,W/L
Cub Swanson  vs. Jonathan Martinez ,L/W
Jordan Wright  vs. Dusko Todorovic ,L/W
Raphael Assuncao  vs. Victor Henry ,W/L
Misha Cirkunov  vs. Alonzo Menifield ,L/W
Mana Martinez  vs. Brandon Davis ,W/L
Nick Maximov  vs. Jacob Malkoun ,L/W
Joanderson Brito  vs. Lucas Alexander ,W/L
Piera Rodriguez  vs. Sam Hughes ,W/L
Tatsuro Taira  vs. CJ Vergara ,W/L
Mike Jackson  vs. Pete Rodriguez ,L/W
Mackenzie Dern  vs. Yan Xiaonan ,L/W
Randy Brown  vs. Francisco Trinaldo ,W/L
Raoni Barcelos  vs. Trevin Jones ,W/L
Sodiq Yusuff  vs. Don Shainis ,W/L
Mike Davis  vs. Viacheslav Borshchev ,W/L
John Castaneda  vs. Daniel Santos ,L/W
Ilir Latifi  vs. Aleksei Oleinik ,W/L
Joaquim Silva  vs. Jesse Ronson ,W/L
Krzysztof Jotko  vs. Brendan Allen ,L/W
Julija Stoliarenko  vs. Chelsea Chandler ,L/W
Guido Cannetti  vs. Randy Costa ,W/L
Cory Sandhagen  vs. Song Yadong ,W/L
Chidi Njokuani  vs. Gregory Rodrigues ,L/W
Andre Fili  vs. Bill Algeo ,W/L
Joe Pyfer  vs. Alen Amedovski ,W/L
Tanner Boser  vs. Rodrigo Nascimento ,L/W
Anthony Hernandez  vs. Marc-Andre Barriault ,W/L
Damon Jackson  vs. Pat Sabatini ,W/L
Trevin Giles  vs. Louis Cosce ,W/L
Denise Gomes  vs. Loma Lookboonmee ,L/W
Trey Ogden  vs. Daniel Zellhuber ,W/L
Mariya Agapova  vs. Gillian Robertson ,L/W
Tony Gravely  vs. Javid Basharat ,L/W
Nikolas Motta  vs. Cameron VanCamp ,W/L
Nate Diaz  vs. Tony Ferguson ,W/L
Khamzat Chimaev  vs. Kevin Holland ,W/L
Li Jingliang  vs. Daniel Rodriguez ,L/W
Irene Aldana  vs. Macy Chiasson ,W/L
Johnny Walker  vs. Ion Cutelaba ,W/L
Hakeem Dawodu  vs. Julian Erosa ,L/W
Jailton Almeida  vs. Anton Turkalj ,W/L
Denis Tiuliulin  vs. Jamie Pickett ,W/L
Jake Collier  vs. Chris Barnett ,L/W
Norma Dumont  vs. Danyelle Wolf ,W/L
Chad Anheliger  vs.  Alatengheili ,L/W
Melissa Martinez  vs. Elise Reed ,L/W
Darian Weeks  vs. Yohan Lainesse ,L/W
Ciryl Gane  vs. Tai Tuivasa ,W/L
Robert Whittaker  vs. Marvin Vettori ,W/L
Nassourdine Imavov  vs. Joaquin Buckley ,W/L
Alessio Di Chirico  vs. Roman Kopylov ,L/W
William Gomis  vs. Jarno Errens ,W/L
Charles Jourdain  vs. Nathaniel Wood ,L/W
Abus Magomedov  vs. Dustin Stoltzfus ,W/L
John Makdessi  vs. Nasrat Haqparast ,L/W
Fares Ziam  vs. Michal Figlak ,W/L
Benoit Saint Denis  vs. Gabriel Miranda ,W/L
Khalid Taha  vs. Cristian Quinonez ,L/W
Stephanie Egger  vs. Ailin Perez ,W/L
Kamaru Usman  vs. Leon Edwards ,L/W
Paulo Costa  vs. Luke Rockhold ,W/L
Jose Aldo  vs. Merab Dvalishvili ,L/W
Wu Yanan  vs. Lucie Pudilova ,L/W
Tyson Pedro  vs. Harry Hunsucker ,W/L
Marcin Tybura  vs. Alexandr Romanov ,W/L
Leonardo Santos  vs. Jared Gordon ,L/W
Sean Woodson  vs. Luis Saldana ,D/D
AJ Fletcher  vs. Ange Loosa ,L/W
Amir Albazi  vs. Francisco Figueiredo ,W/L
 Aoriqileng  vs. Jay Perrin ,W/L
Daniel Da Silva  vs. Victor Altamirano ,L/W
Marlon Vera  vs. Dominick Cruz ,W/L
Nate Landwehr  vs. David Onama ,W/L
Yazmin Jauregui  vs. Iasmin Lucindo ,W/L
Devin Clark  vs. Azamat Murzakanov ,L/W
Priscila Cachoeira  vs. Ariane Lipski ,W/L
Bruno Silva  vs. Gerald Meerschaert ,L/W
Angela Hill  vs. Loopy Godinez ,W/L
Martin Buday  vs. Lukasz Brzeski ,W/L
Cynthia Calvillo  vs. Nina Nunes ,L/W
Gabriel Benitez  vs. Charlie Ontiveros ,W/L
Ode Osbourne  vs. Tyson Nam ,L/W
Jason Witt  vs. Josh Quinlan ,L/W
Youssef Zalal  vs. Da'Mon Blackshear ,D/D
Thiago Santos  vs. Jamahal Hill ,L/W
Vicente Luque  vs. Geoff Neal ,L/W
Mohammed Usman  vs. Zac Pauga ,W/L
Brogan Walker  vs. Juliana Miller ,L/W
Augusto Sakai  vs. Serghei Spivac ,L/W
Terrance McKinney  vs. Erick Gonzalez ,W/L
Sam Alvey  vs. Michal Oleksiejczuk ,L/W
Bryan Battle  vs. Takashi Sato ,W/L
Cory McKenna  vs. Miranda Granger ,W/L
Mayra Bueno Silva  vs. Stephanie Egger ,W/L
Julianna Pena  vs. Amanda Nunes ,L/W
Brandon Moreno  vs. Kai Kara-France ,W/L
Derrick Lewis  vs. Sergei Pavlovich ,L/W
Alexandre Pantoja  vs. Alex Perez ,W/L
Magomed Ankalaev  vs. Anthony Smith ,W/L
Alex Morono  vs. Matthew Semelsberger ,W/L
Drew Dober  vs. Rafael Alves ,W/L
Don'Tale Mayes  vs. Hamdy Abdelwahab ,L/W
Drakkar Klose  vs. Rafa Garcia ,W/L
Michael Morales  vs. Adam Fugitt ,W/L
Joselyne Edwards  vs. Ji Yeon Kim ,W/L
Nicolae Negumereanu  vs. Ihor Potieria ,W/L
Orion Cosce  vs. Blood Diamond ,W/L
Curtis Blaydes  vs. Tom Aspinall ,W/L
Jack Hermansson  vs. Chris Curtis ,W/L
Paddy Pimblett  vs. Jordan Leavitt ,W/L
Nikita Krylov  vs. Alexander Gustafsson ,W/L
Molly McCann  vs. Hannah Goldy ,W/L
Paul Craig  vs. Volkan Oezdemir ,L/W
Mason Jones  vs. Ludovit Klein ,L/W
Marc Diakiese  vs. Damir Hadzovic ,W/L
Nathaniel Wood  vs. Charles Rosa ,W/L
Makwan Amirkhani  vs. Jonathan Pearce ,L/W
Muhammad Mokaev  vs. Charles Johnson ,W/L
Jai Herbert  vs. Kyle Nelson ,W/L
Mandy Bohm  vs. Victoria Leonardo ,L/W
Claudio Silva  vs. Nicolas Dalby ,L/W
Brian Ortega  vs. Yair Rodriguez ,L/W
Michelle Waterson-Gomez  vs. Amanda Lemos ,L/W
Li Jingliang  vs. Muslim Salikhov ,W/L
Matt Schnell  vs.  Sumudaerji ,W/L
Shane Burgos  vs. Charles Jourdain ,W/L
Lauren Murphy  vs. Miesha Tate ,W/L
Punahele Soriano  vs. Dalcha Lungiambula ,W/L
Ricky Simon  vs. Jack Shore ,W/L
Bill Algeo  vs. Herbert Burns ,W/L
Dustin Jacoby  vs. Da Woon Jung ,W/L
Dwight Grant  vs. Dustin Stoltzfus ,L/W
Jessica Penne  vs. Emily Ducote ,L/W
Rafael Dos Anjos  vs. Rafael Fiziev ,L/W
Caio Borralho  vs. Armen Petrosyan ,W/L
Douglas Silva de Andrade  vs. Said Nurmagomedov ,L/W
Jared Vanderaa  vs. Chase Sherman ,L/W
Aiemann Zahabi  vs. Ricky Turcios ,W/L
Michael Johnson  vs. Jamie Mullarkey ,L/W
Cody Brundage  vs. Tresean Gore ,W/L
Antonina Shevchenko  vs. Cortney Casey ,W/L
David Onama  vs. Garrett Armfield ,W/L
Kennedy Nzechukwu  vs. Karl Roberson ,W/L
Ronnie Lawrence  vs. Saidyokub Kakhramonov ,L/W
Israel Adesanya  vs. Jared Cannonier ,W/L
Alexander Volkanovski  vs. Max Holloway ,W/L
Sean Strickland  vs. Alex Pereira ,L/W
Robbie Lawler  vs. Bryan Barberena ,L/W
Pedro Munhoz  vs. Sean O'Malley ,NC/NC
Brad Riddell  vs. Jalin Turner ,L/W
Jim Miller  vs. Donald Cerrone ,W/L
Ian Garry  vs. Gabe Green ,W/L
Brad Tavares  vs. Dricus Du Plessis ,L/W
Uriah Hall  vs. Andre Muniz ,L/W
Jessica Eye  vs. Maycee Barber ,L/W
Jessica-Rose Clark  vs. Julija Stoliarenko ,L/W
Arman Tsarukyan  vs. Mateusz Gamrot ,L/W
Neil Magny  vs. Shavkat Rakhmonov ,L/W
Josh Parisian  vs. Alan Baudot ,W/L
Thiago Moises  vs. Christos Giagos ,W/L
Nate Maness  vs. Umar Nurmagomedov ,L/W
Chris Curtis  vs. Rodolfo Vieira ,W/L
Carlos Ulberg  vs. Tafon Nchukwi ,W/L
Shayilan Nuerdanbieke  vs. TJ Brown ,W/L
Raulian Paiva  vs. Sergey Morozov ,L/W
JP Buys  vs. Cody Durden ,L/W
Brian Kelleher  vs. Mario Bautista ,L/W
Vanessa Demopoulos  vs. Jinh Yu Frey ,W/L
Calvin Kattar  vs. Josh Emmett ,L/W
Tim Means  vs. Kevin Holland ,L/W
Joaquin Buckley  vs. Albert Duraev ,W/L
Damir Ismagulov  vs. Guram Kutateladze ,W/L
Julian Marquez  vs. Gregory Rodrigues ,L/W
Adrian Yanez  vs. Tony Kelley ,W/L
Jasmine Jasudavicius  vs. Natalia Silva ,L/W
Court McGee  vs. Jeremiah Wells ,L/W
Ricardo Ramos  vs. Danny Chavez ,W/L
Maria Oliveira  vs. Gloria de Paula ,W/L
Eddie Wineland  vs. Cody Stamann ,L/W
Phil Hawes  vs. Deron Winn ,W/L
Roman Dolidze  vs. Kyle Daukaus ,W/L
Glover Teixeira  vs. Jiri Prochazka ,L/W
Valentina Shevchenko  vs. Taila Santos ,W/L
Zhang Weili  vs. Joanna Jedrzejczyk ,W/L
Andre Fialho  vs. Jake Matthews ,L/W
Jack Della Maddalena  vs. Ramazan Emeev ,W/L
SeungWoo Choi  vs. Josh Culibao ,L/W
 Maheshate  vs. Steve Garcia ,W/L
Brendan Allen  vs. Jacob Malkoun ,W/L
Kyung Ho Kang  vs. Batgerel Danaa ,W/L
Liang Na  vs. Silvana Gomez Juarez ,L/W
Ramona Pascual  vs. Joselyne Edwards ,L/W
Alexander Volkov  vs. Jairzinho Rozenstruik ,W/L
Dan Ige  vs. Movsar Evloev ,L/W
Michael Trizano  vs. Lucas Almeida ,L/W
Karine Silva  vs. Poliana Botelho ,W/L
Ode Osbourne  vs. Zarrukh Adashev ,W/L
Alonzo Menifield  vs. Askar Mozharov ,W/L
Felice Herrig  vs. Karolina Kowalkiewicz ,L/W
Joe Solecki  vs. Alex Da Silva ,W/L
Damon Jackson  vs. Dan Argueta ,W/L
Niklas Stolze  vs. Benoit Saint Denis ,L/W
Johnny Munoz  vs. Tony Gravely ,L/W
Jeff Molina  vs. Zhalgas Zhumagulov ,W/L
Rinat Fakhretdinov  vs. Andreas Michailidis ,W/L
Erin Blanchfield  vs. JJ Aldrich ,W/L
Holly Holm  vs. Ketlen Vieira ,L/W
Santiago Ponzinibbio  vs. Michel Pereira ,L/W
Chidi Njokuani  vs. Dusko Todorovic ,W/L
Polyana Viana  vs. Tabatha Ricci ,L/W
Eryk Anders  vs. Junyong Park ,L/W
Joseph Holmes  vs. Alen Amedovski ,W/L
Jailton Almeida  vs. Parker Porter ,W/L
Omar Morales  vs. Uros Medic ,L/W
Jonathan Martinez  vs. Vince Morales ,W/L
Chase Hooper  vs. Felipe Colares ,W/L
Elise Reed  vs. Sam Hughes ,L/W
Jan Blachowicz  vs. Aleksandar Rakic ,W/L
Ryan Spann  vs. Ion Cutelaba ,W/L
Davey Grant  vs. Louis Smolka ,W/L
Katlyn Chookagian  vs. Amanda Ribas ,W/L
Frank Camacho  vs. Manuel Torres ,L/W
Jake Hadley  vs. Allan Nascimento ,L/W
Viviane Araujo  vs. Andrea Lee ,W/L
Michael Johnson  vs. Alan Patrick ,W/L
Virna Jandiroba  vs. Angela Hill ,W/L
Tatsuro Taira  vs. Carlos Candelario ,W/L
Nick Maximov  vs. Andre Petroski ,L/W
Charles Oliveira  vs. Justin Gaethje ,W/L
Rose Namajunas  vs. Carla Esparza ,L/W
Michael Chandler  vs. Tony Ferguson ,W/L
Mauricio Rua  vs. Ovince Saint Preux ,L/W
Randy Brown  vs. Khaos Williams ,W/L
Francisco Trinaldo  vs. Danny Roberts ,W/L
Macy Chiasson  vs. Norma Dumont ,W/L
Brandon Royval  vs. Matt Schnell ,W/L
Blagoy Ivanov  vs. Marcos Rogerio de Lima ,W/L
Andre Fialho  vs. Cameron VanCamp ,W/L
Tracy Cortez  vs. Melissa Gatto ,W/L
Kleydson Rodrigues  vs. CJ Vergara ,L/W
Ariane Carnelossi  vs. Loopy Godinez ,L/W
Journey Newson  vs. Fernie Garcia ,W/L
Rob Font  vs. Marlon Vera ,L/W
Andrei Arlovski  vs. Jake Collier ,W/L
Andre Fili  vs. Joanderson Brito ,L/W
Jared Gordon  vs. Grant Dawson ,L/W
Darren Elkins  vs. Tristan Connelly ,W/L
Krzysztof Jotko  vs. Gerald Meerschaert ,W/L
Alexandr Romanov  vs. Chase Sherman ,W/L
Daniel Da Silva  vs. Francisco Figueiredo ,L/W
Gabe Green  vs. Yohan Lainesse ,W/L
Natan Levy  vs. Mike Breeden ,W/L
Gina Mazany  vs. Shanna Young ,L/W
Amanda Lemos  vs. Jessica Andrade ,L/W
Clay Guida  vs. Claudio Puelles ,L/W
Maycee Barber  vs. Montana De La Rosa ,W/L
Lando Vannata  vs. Charles Jourdain ,L/W
Jordan Wright  vs. Marc-Andre Barriault ,L/W
Dwight Grant  vs. Sergey Khandozhko ,L/W
Tyson Pedro  vs. Ike Villanueva ,W/L
 Aoriqileng  vs. Cameron Else ,W/L
Preston Parsons  vs. Evan Elder ,W/L
Marcin Prachnio  vs. Philipe Lins ,L/W
Dean Barry  vs. Mike Jackson ,L/W
Vicente Luque  vs. Belal Muhammad ,L/W
Caio Borralho  vs. Gadzhi Omargadzhiev ,W/L
Miguel Baeza  vs. Andre Fialho ,L/W
Mayra Bueno Silva  vs. Wu Yanan ,W/L
Pat Sabatini  vs. TJ Laramie ,W/L
Mounir Lazzez  vs. Ange Loosa ,W/L
